ASV	Domain	Phylum	Class	Order	Family	Genus	Species	
984612007d49b79ef52a979db5864fd7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Schleiferiaceae	 g__Schleiferia	 s__uncultured_bacterium
822adc2a21faf735ff4d02a64d793a6c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae		
a98564cabe3b65aaa62d54a42b510424	d__Bacteria	 p__Verrucomicrobiota	 c__Lentisphaeria	 o__Victivallales	 f__BD2-3	 g__BD2-3	 s__uncultured_bacterium
b6a0924089260746a59eaed74b134203	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_(SR1)	 f__Absconditabacteriales_(SR1)	 g__Absconditabacteriales_(SR1)	 s__uncultured_Epsilonproteobacteria
7d2349a86cc3b03490153b832c84a0a5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
4e1b5d34355490d603725143a62220de	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
9f2fc64d55264593d821166e686987c9	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta	
48bc269f4fdd084f2a208565cd669595	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Subsaxibacter	 s__Subsaxibacter_sp.
fd5a581b24a8e4ee0c87d047c04c981a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
85e0bf74ca85276dec8b2b7340d709f5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__HOC36	 f__HOC36	 g__HOC36	 s__uncultured_bacterium
c4c64ff2d29952fd4e45befc6d411630	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Jannaschia	
1ee60725da9fd9df6a43b23c513bf5d6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingorhabdus	
0dfc9739de0bc67041a7b4c20bc3b3f4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales			
ac0ef93c0be93de8d2c74c23ea575c9e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
23d634f551c63436d95e2fffc468edce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__IS-44	 s__uncultured_deep-sea
c0a171fba162eae5cf6411ed097c2e9b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Kiloniellales	 f__Kiloniellaceae	 g__Pelagibius	
945c42e367aa973cff1d92bdf038d20a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SAR86_clade	 f__SAR86_clade	 g__SAR86_clade	
d48cb8a2fb47e07b247482291f3a01db	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
8a5c7448e70d60d6c516168a63ff6e3e	d__Bacteria	 p__Deinococcota	 c__Deinococci	 o__Deinococcales	 f__Trueperaceae	 g__Truepera	
22e5a5bd85a7085bb8f5699b2e9db018	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Salinirepens	 s__uncultured_Bacteroidetes
a1e87733a32c3126560300fd8051ead1	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Bradymonadales	 f__Bradymonadales	 g__Bradymonadales	 s__uncultured_bacterium
5088c49250b3e2e21f48efdfbdb74492	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
ee3c7a9726ec9bfce17d983bdfaae9c1	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_bacterium
4648c5fd8845eb169ac0032123cf1315	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	
e1297912c4353493faa6cec2f72d9cd5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__uncultured_bacterium
b715e46902dc22dcdf8a085808d8312d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__uncultured	 s__uncultured_delta
9e6a9f1b623b1baff841e42c49bd2a91	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__unidentified_marine
65a1a0791451f3b3ef15d40b4dd3f931	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Porphyromonas	 s__Porphyromonas_bennonis
60f63245ce607c41c465c626c769d6a5	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	
e62cf5dcd03e212fe02c68835f1be94f	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	
b9553dfe0063c22dff7ac28a20c2533b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Cryomorpha	 s__uncultured_organism
a267c8b477160a4a4d2ec70921be8c1d	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Desulfuromonadia	 f__Geopsychrobacteraceae	 g__Desulfuromusa	
29c4fd2eadc23c8809c39bf5c0ae17de	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__WCHB1-41	 g__WCHB1-41	 s__uncultured_organism
6378711faec7935f8a88ebf50f277536	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__Glaciecola	
133616f9e8aec091a7f1fc62be0481f2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__Flavobacterium_ovatum
19ad5a49ceb5fdadea9fecf7693ce289	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__Bacteroidetes_VC2.1_Bac22	 g__Bacteroidetes_VC2.1_Bac22	 s__uncultured_organism
39953bf59f2df46e625a5c1aa33593ea	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__WCHB1-41	 g__WCHB1-41	 s__uncultured_Verrucomicrobia
10ab76cc5acc9b7b5316032ab962ceb4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	 s__uncultured_organism
03b6665e5bba02d3250886da5e1eb354	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Vibrionales	 f__Vibrionaceae	 g__Photobacterium	
c363cb26b4003bd48b2bc73bec6ffed9	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__Thermoanaerobaculales	 f__Thermoanaerobaculaceae	 g__Subgroup_23	
d7a387d537b38eb4db69f1715affc7f7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SZB50	 f__SZB50	 g__SZB50	 s__uncultured_gamma
7b8342251fc9d06f9d5ce5f1be9f1d77	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Chromatiaceae	 g__Candidatus_Thiobios	 s__uncultured_gamma
25ee698b54139f9435687775894a0dc5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
63bf611292d9de629aa431db3fee3aa5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	 s__Pseudomonadales_bacterium
a55c24409dd3d6a75e18097d2ab01145	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_(SR1)	 f__Absconditabacteriales_(SR1)	 g__Absconditabacteriales_(SR1)	
369ba0d2da0984ac03e1f4496eb0d5d5	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_Bacteroidetes
6f22758259c26459b88e54c3d7ff76f1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
b2111a969b6f5ff470ce0fc6b0cb914e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
5a246bfac8e8705bcd7357222c8116df	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes/Chlorobi
c929da76d0d8aae5a50d238e4c4519ca	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	
6afbaad178619cd3a5feda4ab8031d74	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__uncultured	 g__uncultured	 s__uncultured_Desulfobacteraceae
89f257d55bd04858cdc2b025f04dffd0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_sp.
a724ef02dac93cf6604a30ab3762a09d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__Candidatus_Thiosymbion	
db49937ce40d44d0565c122733f65eec	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_organism
e5e6b7a516ec1c945586348a2b52c952	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__OM182_clade	 f__OM182_clade	 g__OM182_clade	
9d93ca7732419b8fa2775b2b8a51c440	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__Arenicella	
83f69305307fec80176652a7b0990db8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Magnetospiraceae	 g__uncultured	 s__uncultured_Rhodospirillaceae
af2fa00ac54e2062296cdca847b907cc	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
ad3f2c24a4be8246e9a4b2fac8885899	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
430aacd03eb526c2458f900697b71f64	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_organism
9ae8584bacb26a7f20f73d69d017f07b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingorhabdus	
b34e2146396fcabb3158762918db8fd1	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__WCHB1-41	 g__WCHB1-41	
87f9570e9c32b712b2b2c12cbac8f3d8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__KI89A_clade	 f__KI89A_clade	 g__KI89A_clade	 s__uncultured_gamma
2a1a54709bc8bf4e9a8ed1c2838e0c04	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_bacterium
38d1df9c973c63011cc49f299e315c34	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
d6ff854013b5b5982da25f2ee5ceda23	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
210cdbc8b0299f3ed85c570bd46c1093	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Saccharospirillaceae	 g__Oleispira	
a343517c6f4ef6112c6821d54919f5ed	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobiaceae	 s__uncultured_Bacteroidetes
4eaa0a7befde9b440e6eac12fa2b43d0	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__Sva0996_marine_group	 s__uncultured_marine
67209d4c8cc899209ccf5f49a510cd11	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aestuariimonas	 s__Aestuariimonas_insulae
b8c9d03a5e11db7a0e0a6b2206f5ff08	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_marine
11f5d529f466f7a130d196597f40ad4f	d__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__Sericytochromatia	 f__Sericytochromatia	 g__Sericytochromatia	 s__metagenome
7915c3d75419178afbfab3ef8c985e3b	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Nannocystales	 f__Nannocystaceae	 g__uncultured	 s__uncultured_Myxococcales
1c4472477eaa669bd108e350c5163cbb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
f15bca4a14530bc03e913d2318b0067f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Yoonia-Loktanella	
984a3d4095d412b69c37ec17a4d83954	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Leuconostocaceae	 g__Leuconostoc	
c14b12acf371057cc953b581e9accf21	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes
92bcfb9a0162610455974d22078eccfd	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	
70d8b0f7d8b996a154fedd96f827cf68	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Dermacoccaceae	 g__Dermacoccus	
225ff679d5960d4327d7604d85b264ff	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__uncultured	 s__uncultured_bacterium
74287eaff73a58fb544acca2889b5efd	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
f8a539b795f55f2ef7be0622bc83e66d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_prokaryote
243dc06b45590039c905857f0807a33c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	 s__metagenome
a3e5407600a3a102dc9949aef70081be	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Lentimonas	 s__uncultured_bacterium
b666ff8562f4d2ac9afb523915469b01	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__Labilibacter	 s__uncultured_Bacteroidetes
9555280ebbd8be8fbc71df5de1ee0035	d__Bacteria						
3510bc5d04a80a44e5309bfc988338b6	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_planctomycete
6ca3806c2b50acb687736226b8a480fb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_bacterium
168cfa72f3bd8f39f74b04ed723d2d21	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophales	 g__Omnitrophales	 s__Omnitrophica_WOR_2
77f7a4ee2fa9dc6c2ae6241fe1e15762	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
c8182594c2b9b5e0d4e97d89616d591c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__BD2-7	 g__BD2-7	
f5b4244719a9bf20b34956367e2f8c26	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__IS-44	
e94302592c0b138c7a7c83651d723544	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_bacterium
e6998a0ef08626bed09af271e96189fc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Gilvibacter	 s__uncultured_Bacteroidetes
767e19b7a516361d076a78798aa662be	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
b581dd8982716c3e6cacd72cf74faaa2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Aeromonadaceae	 g__Aeromonas	
c38513f81dcfab5ecea34b81c33bb67e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	
e338b8e0be9099db06bc334864f38341	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__uncultured	 s__uncultured_Flavobacteriia
3665f3c6f763b82a3dc2576b5566e990	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Campbellbacteria	 f__Candidatus_Campbellbacteria	 g__Candidatus_Campbellbacteria	 s__uncultured_bacterium
5e10581a52cfffe9409ee4b2d977bdf5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
69bb905cbcf90e334abbeefcf01f81da	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_bacterium
f3f17804a7976f731dfab305b037a4b0	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Haloferula	 s__uncultured_bacterium
2121508895a2a1a3c5ef9b1a49b7c969	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
1bed89fbebc90230179dc65e9b06cb06	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes
87280c0b8925857128a519f9698d8a5d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Cloacibacterium	
a0884c2fac59f04f085029fe78306bd7	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__Kiritimatiellales	 f__Kiritimatiellaceae	 g__R76-B128	 s__Kiritimatiellales_bacterium
b84eba44eb2f740222d4efab8067b2e5	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Synechococcales	 f__Cyanobiaceae	 g__Synechococcus_CC9902	
be1427059e55827170552f872df1648f	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Algisphaera	 s__uncultured_bacterium
1a267082f6dba81c1beb34886be37e0e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
92b0e6634f49ad04506cddb6c1b705b4	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Phycisphaera	 s__Phycisphaera_mikurensis
cd6ecaf978acf40d15d51a255b7d56d7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Marimicrobium	
6955066b643d6485b3e573826df394e1	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae	 g__Granulicatella	
ff942274c43503f89b85e26bc4fe85b7	d__Bacteria						
2e5f08b6f7c0f1077cd5f50244c6c77e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__uncultured_Bacteroidetes
a77b80d7587bb887b69ce06e008c7460	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__OM182_clade	 f__OM182_clade	 g__OM182_clade	
ecfedf1171e2795b64e8c805e9d8bfb3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
16c0c4458d172bf4f72d15661bc06f73	d__Bacteria	 p__Verrucomicrobiota	 c__Lentisphaeria	 o__P.palmC41	 f__P.palmC41	 g__P.palmC41	 s__uncultured_Lentisphaerae
4fe38cd96d8a77aeb6e2f2ef061a2f39	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
094905d545503961f69b2ba6fae5307f	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfosarcinaceae	 g__Sva0081_sediment_group	
36bf58bd4f35389a18bbbc3fb74c4c1d	d__Bacteria	 p__Deinococcota	 c__Deinococci	 o__Deinococcales	 f__Trueperaceae	 g__Truepera	 s__uncultured_bacterium
1b0a696088efacd124357efa0457ea90	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
442f615756719d3de4bdf5d0f56c999a	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Lentimonas	
2508410af5aefe9499d99197076e7acb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
0d9d1a9ff95d459eb824e0b5cf9eff87	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	
f12a4b10f0fc440595cc602ff1f777c9	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__uncultured	 s__uncultured_organism
1111a262b045dbac83fa9b7b66c2f2af	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	
8e041d7380672fc18261fea237c799f8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__uncultured_Bacteroidetes
051b99077d2b946b51002483f1e8d4ac	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__uncultured	 s__uncultured_bacterium
22d8d580ef90445ae87d28e97e7a7e83	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_sp.
a4d9bc9b1928275a1260ff758f102133	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Blattabacteriaceae	 g__uncultured	 s__uncultured_bacterium
10903ad90d8d172391c7c8ace4a6930b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_antarctica
eb115e3d48ef3ef214da1301ff687c11	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
10689c7039aa4868e6188475f9e3169a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	
ca9652471b9fd27ac5465b0417564813	d__Bacteria	 p__Gemmatimonadota	 c__BD2-11_terrestrial_group	 o__BD2-11_terrestrial_group	 f__BD2-11_terrestrial_group	 g__BD2-11_terrestrial_group	
3e47841763a78016f4985619e388d9e9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae		
c9d5a103b9eca5f731eeaa0c84c06a33	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Marimicrobium	 s__uncultured_bacterium
b8eb36d93fbf1ac3ba8a75c9086849b2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Jannaschia	
c629d0fb5d80e81bf24c46c11e0fa506	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
d57de04962037ec01cf01ff1313d3c5e	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__uncultured	
bc282a402dcdb6cff842a3ed5946e5fe	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_(SR1)	 f__Absconditabacteriales_(SR1)	 g__Absconditabacteriales_(SR1)	
8e9ad4fd8bc555a2f2f395de2d8b9d88	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Subsaxibacter	 s__Subsaxibacter_arcticus
f793eb2eaf7715a12caa46d3f637b12a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Crocinitomix	 s__uncultured_bacterium
3318b14433ea15ed99cc42054a011980	d__Bacteria						
e256985c1d0df407b733900da68f4923	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__uncultured_bacterium
3e02bca07908dc078ef09a61bc53efd5	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_bacterium
e732d118aac8b6403555819f199caa9e	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Bifidobacteriales	 f__Bifidobacteriaceae	 g__Bifidobacterium	
757f4362503a1c492f8b2a13369766a7	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	
713e65fad9834e082ba1b3c7fd1c4527	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS7_marine_group	 g__NS7_marine_group	 s__uncultured_bacterium
79a4ae8ff79b51bfa08ec4ecb408231d	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	
e91dc11f4449f2c0f801ee6f15e3adc1	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	
